id,https://www.scads.de/movieBenchmark/ontology/name,http://xmlns.com/foaf/0.1/gender,entityUrl,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/birthPlace,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
3091,Agnieszka Liggett,0,https://www.scads.de/movieBenchmark/resource/TMDB/person108565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1070482,Sister,2015-01-01,1,2015-06-01,2,"Violet panics when her wealthy sister Lillian plans a visit. Ash wants to introduce the group to his new girlfriend, Jess.",,,,,,,,,,,,,,,,,,,,,,
3093,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode933384,Taxonomy: Life's Filing System,2012-01-01,19,2012-06-04,1,"Hank tells us the background story and explains the importance of the science of classifying living things, also known as taxonomy.",,,,,,,,,,,,,,,,,,,,,,
3094,Christophe Leclaire,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1992341,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
3095,Olivia Hiers,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2191474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,Benjamin Turley,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2049234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,Rodrigo Faro,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1241213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1018754,And Then There Were Two,2014-01-01,8,2014-12-23,1,,,,,,,,,,,,,,,,,,,,,,,
3099,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198968,Penguin Keeper,2006-01-01,18,2006-12-05,2,"Even though Mike has worked with concrete before in Dallas, he visits concrete workers in California today to learn the art of concrete stamping.  Then he goes to New Orleans to care for penguins.  Finally, he gets in the mud to hunt bloodworms in Maine.",,,,,,,,,,,,,,,,,,,,,,
3100,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182298,Mid-Life Chrysalis,2004-01-01,8,2004-09-25,1,"The Monarch sends Dr. Girlfriend undercover to seduce Dr. Venture in order to inject him with a body-altering serum. Meanwhile, Brock is deeply depressed to he learn his secret agent license to kill has expired, but the boys are hell-bent on helping him cram for his government exam.",,,,,,,,,,,,,,,,,,,,,,
3101,Peter Ansorge,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1233826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,Andy Smart,0,https://www.scads.de/movieBenchmark/resource/TMDB/person40736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,Daniel Minahan,2,https://www.scads.de/movieBenchmark/resource/TMDB/person88743,,,,,,"Daniel Minahan is an American director and writer for film and television. He has an BA in Film and Video from the School of Visual Arts in Manhattan, New York City.",,,Directing,,,,,,,,,,,,,,,,1962-11-30,"Danbury, Connecticut, USA",,Dan Minahan
3104,Gabrielle Union,1,https://www.scads.de/movieBenchmark/resource/TMDB/person17773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,Martin Åqvist,2,https://www.scads.de/movieBenchmark/resource/TMDB/person2315178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,Elaine Morgan,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1240861,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
3107,Mitsuo Degawa,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1273292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode506574,The Fall,1961-01-01,4,1961-10-09,2,,,,,,,,,,,,,,,,,,,,,,,
3109,Paul Guimard,2,https://www.scads.de/movieBenchmark/resource/TMDB/person32316,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
3110,Risto Kuulasmaa,0,https://www.scads.de/movieBenchmark/resource/TMDB/person60811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,Paul Kirby,2,https://www.scads.de/movieBenchmark/resource/TMDB/person943313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,Dimitar Lalov,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1856626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,Eva Vosková,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1988709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,Pio del Rio,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1908136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,Natalya Shchukina,0,https://www.scads.de/movieBenchmark/resource/TMDB/person278180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1186891,The Path to You,2016-01-01,2,2016-08-23,1,"Ra On enters the palace as a eunuch, still living under the fake identity of Sam Nom. Although she tries her very best to get out of the palace, her plan fails every time.",,,,,,,,,,,,,,,,,,,,,,
3117,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694564,Dear Midge,1954-01-01,34,1954-05-16,1,,,,,,,,,,,,,,,,,,,,,,,
3118,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode975152,Jungle,2004-01-01,4,2004-05-28,1,"After crash-landing, Shin finds a priestess in the Mayan jungle. Although they both are captured and tortured, they manage to escape but they are relentlessly chased by their enemies.",,,,,,,,,,,,,,,,,,,,,,
3119,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311121,Bop Gun,1994-01-01,1,1994-01-06,2,"'''Bop Gun'' is the second season premiere of the American police drama television series Homicide: Life on the Street, and the tenth overall episode of the series. It originally aired on NBC in the United States on January 6, 1994. In the episode, the Baltimore homicide unit investigates the shooting death of the wife of a tourist, played by guest star Robin Williams.The episode was written by David Mills and David Simon based on a story by executive producer Tom Fontana, and directed by Stephen Gyllenhaal. In response to network feedback and poor ratings from the first season, ''Bop Gun'' marked several changes in the series, including a less bleak visual style and a greater focus on one plot, rather than multiple subplots. It was also the first episode to focus primarily on a homicide victim, rather than on the detectives. Simon felt the dialogue was realistic, especially that of the dark humor employed by detectives as a coping mechanism for dealing with the horrors of the job.Williams previously worked with Homicide executive producer Barry Levinson on the films Good Morning, Vietnam and Toys. This led to speculation that Williams took the role on ''Bop Gun'' as a favor to Levinson, but the actor insisted it was out of admiration for the series itself. A young Jake Gyllenhaal, the son of the episode's director, makes an appearance as Williams' son. The episode was the first to feature Chris Tergesen as music coordinator, which resulted in the use of more songs than previous episodes, including ''Killer'' by Seal and ''Feels Like Rain'' by Buddy Guy.",,,,,,,,,,,,,,,,,,,,,,
3120,Vladimír Chorvatovič,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2340132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,Ian Gillis,0,https://www.scads.de/movieBenchmark/resource/TMDB/person938986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,Miloslav Švandrlík,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1959443,,,,,,,,,Creator,,,,,,,,,,,,,,,,,,,
3123,Francisco Algora,2,https://www.scads.de/movieBenchmark/resource/TMDB/person107244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,Sumito Sasaki,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1481734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,Tom Radcliffe,0,https://www.scads.de/movieBenchmark/resource/TMDB/person27190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode868772,Episode 2,2011-01-01,2,2011-06-05,1,"Rachel's personal life gets even more complicated when she reveals to Nick that she is pregnant. At work, the team face a particularly gruesome case - a mother of two has been brutally raped and left to bleed to death in the boot of her car. A sharp piece of detective work from Rachel leads to teenager Luke Farrell being charged, but horrific events start to unravel as a result of his arrest. Janet steps up her investigation into her childhood friend Veronica's death and meets up with an officer who investigated the murder.",,,,,,,,,,,,,,,,,,,,,,
3127,Armando Ferrer,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1318598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,,,https://www.scads.de/movieBenchmark/resource/TMDB/movie332055,Avicii - Wake Me Up,2013-01-01,,2013-06-17,,"'The official video for ''Wake Me Up'' was released a month after the lyric video on 29 July 2013. It features two females: the older girl is Russian fashion model Kristina Romanova, and the younger girl is Laneya Grace. It depicts them and how they are different from the people in their village. One morning, Kristina gets up early and rides off on a horse to a nearby city. She notices a woman with the Avicii logo birthmark like the one on her lower arm. They meet others and then jump into a truck and are then shown to be attending an Avicii concert. The next morning, Kristina rides back on the horse to Laneya. The video ends with them walking down the highway and shots from the concert and the staring villagers from the beginning.",,,,,,en,,Released,,Avicii - Wake Me Up,http://avicii.com/,,,4,0,0,United States of America,,,,,
3129,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode389900,Revenant,2009-01-01,13,2009-02-28,1,The truth behind the thousand year old legend of the Seeker Kieran is uncovered.,,,,,,,,,,,,,,,,,,,,,,
3130,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode382833,笑荷泰祖 爭撫養權,2008-01-01,1,2008-07-28,1,,,,,,,,,,,,,,,,,,,,,,,
3131,BS SKY PerfecTV!,,https://www.scads.de/movieBenchmark/resource/TMDB/company1164,,,,,,,network,JP,,,,,,,,,,,,,,,,,,,,
3132,Rob Simonsen,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1042699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode270312,Laundry,,10,,1,,,,,,,,,,,,,,,,,,,,,,,
3134,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182311,Hate Floats,2006-01-01,2,2006-07-02,2,"Aided by Henchman 21, 24, and a ragtag band of roughneck new recruits, the Monarch attempts to rebuild his villainous empire and rekindle his relationship with Dr. Girlfriend. A showdown at the local shopping mall forces his hand, and he struggles to choose between revenge and reconciliation amidst a sea of violence. Meanwhile a wounded Brock falls into the clutches of The Phantom Limb, Hank drives Brock's car, and Dr. Venture gets an eye full.",,,,,,,,,,,,,,,,,,,,,,
3135,Patrice Ledoux,2,https://www.scads.de/movieBenchmark/resource/TMDB/person60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,Baek Sung-hyun,2,https://www.scads.de/movieBenchmark/resource/TMDB/person132148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode496642,"Series 4, Episode 5",1993-01-01,5,1993-03-18,4,,,,,,,,,,,,,,,,,,,,,,,
3138,Elizabeth Beckwith,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1370859,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
3139,Joe Strummer,2,https://www.scads.de/movieBenchmark/resource/TMDB/person58296,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
3140,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1783567,Episode 9,2019-01-01,9,2019-05-18,1,,,,,,,,,,,,,,,,,,,,,,,
3141,Ehmi Bessel,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1307910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1563483,Limpet,2009-01-01,4,2009-04-01,2,Isabella Rossellini explores the hermaphroditic reproductive abilities of the limpet.,,,,,,,,,,,,,,,,,,,,,,
3143,Mutsumi Tamura,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1253972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,Lenny McLean,2,https://www.scads.de/movieBenchmark/resource/TMDB/person987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode907775,"[22] Karen Bee, Part 7",2012-01-01,7,2012-02-19,2,"Araragi goes to confront Kaiki and stop him from leaving the city. But Kaiki is wiley and smart, and not easily dissuaded when there's money on the line.",,,,,,,,,,,,,,,,,,,,,,
3146,Baek Sang-Hoon,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1676541,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
3147,Hidemitsu Shimizu,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1256924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694527,This Subtle Danger,1961-01-01,15,1961-01-15,8,,,,,,,,,,,,,,,,,,,,,,,
3149,Sergio Canevari,2,https://www.scads.de/movieBenchmark/resource/TMDB/person44986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,Sundance Channel,,https://www.scads.de/movieBenchmark/resource/TMDB/company12574,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
3151,Ken Curtis,2,https://www.scads.de/movieBenchmark/resource/TMDB/person30554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,Desmond Phillips,0,https://www.scads.de/movieBenchmark/resource/TMDB/person558899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1034107,LA/Vegas,2014-01-01,1,2014-08-25,1,"Their first stop in Las Vegas sees Nancy challenged to drive a classic muscle car, before they receive weapons training and head out on the road with some real-life bounty hunters looking for a fugitive. Later, the duo visit a casino where Baz challenges his mother to bet a week's pension on a roulette table. They then move back to LA for a lesson in stunt driving, before celebrating Nancy's birthday with a skydive.",,,,,,,,,,,,,,,,,,,,,,
3154,Jacques Maumont,2,https://www.scads.de/movieBenchmark/resource/TMDB/person3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402798,The Two-Sided Triangle,1962-01-01,36,1962-10-23,1,,,,,,,,,,,,,,,,,,,,,,,
3156,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198963,Hoof Cleaner,2006-01-01,14,2006-08-15,2,"Mike Rowe first joins a crew at a rock quarry in Washington and learns what it takes to make gravel from loading rocks to blowing up a side of a mountain. Next, Mike gets hip deep in mud and muck working with the hippo keepers at the Adventure Aquarium in Camden, NJ. Finally, Mike helps a crew of hooftrimmers give some cows a pedicure and later cleans a cow foot bath.",,,,,,,,,,,,,,,,,,,,,,
3157,Josh Lowell,0,https://www.scads.de/movieBenchmark/resource/TMDB/person68093,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
3158,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1141039,Episode 1,2015-01-01,1,2015-07-06,1,,,,,,,,,,,,,,,,,,,,,,,
3159,Didier Tarot,0,https://www.scads.de/movieBenchmark/resource/TMDB/person39328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,Liliya Tolmacheva,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1845160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,Jack Carr,2,https://www.scads.de/movieBenchmark/resource/TMDB/person120215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,Hon Ping Tang,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1202628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,Viktor Rozov,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1111295,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
3164,Beatriz Browne,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2031697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode972126,Chapter 25,2014-01-01,12,2014-02-14,2,Francis finds himself shut out and Claire makes a difficult sacrifice. Stamper tries to regain control.,,,,,,,,,,,,,,,,,,,,,,
3166,Yoo Ji-tae,2,https://www.scads.de/movieBenchmark/resource/TMDB/person10112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1728520,Episode 8,2019-01-01,8,2019-02-03,1,,,,,,,,,,,,,,,,,,,,,,,
3168,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1141071,Episode 15,2015-01-01,15,2015-08-24,1,,,,,,,,,,,,,,,,,,,,,,,
3169,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1021733,Chapter 36,2015-01-01,10,2015-02-27,3,Frank needs to deal with Petrov one on one while Claire tries to preserve the peace-keeping mission. Sacrifices must be made.,,,,,,,,,,,,,,,,,,,,,,
3170,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198926,Chick Sexer,2005-01-01,4,2005-08-16,1,"Baby chicken sexer, beer brewer, oyster harvester",,,,,,,,,,,,,,,,,,,,,,
3171,Jorge Zamacona,,https://www.scads.de/movieBenchmark/resource/TMDB/person1212045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1299532,Stadig fuuuuuucked,2016-01-01,6,2016-03-14,2,,,,,,,,,,,,,,,,,,,,,,,
3173,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57915,Christmas Party,2001-01-01,10,2001-07-01,1,,,,,,,,,,,,,,,,,,,,,,,
3174,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038927,Under The Sea,,14,,1,"Inspired by his mother, Jeannette, Jacques prepares an Egg and Tomato Gratin and Greens with Quick Cream Dressing. His wife Gloria inspired the first course, Smoked Whitefish Tartine. Stuffed Scallops on Mushroom Rice and Pineapple Wedges in Caramel would inspire anyone wanting great food!",,,,,,,,,,,,,,,,,,,,,,
3175,Cho Jung-seok,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1223316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509379,Purple Zappa,2017-01-01,74,2017-11-02,1,Monty gets a new toy robot and wonders whether it is better to keep it shiny and clean in the box or to have fun playing with it.,,,,,,,,,,,,,,,,,,,,,,
3177,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1737363,THE S-T-A– STAIRCASE,2019-01-01,21,2019-04-05,3,"When JJ’s attempts to make a good impression on Izzy’s parents fail, he changes course to make a bad one instead. Maya is jealous when Melanie is the recipient of a public display of mom-love. Meanwhile, Kenneth leans on Jimmy for support after a tour of his alma mater reveals a few surprises.",,,,,,,,,,,,,,,,,,,,,,
3178,Siân Phillips,1,https://www.scads.de/movieBenchmark/resource/TMDB/person12522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode673163,Hand Walk II ~ Giant Ball,,17,,1,,,,,,,,,,,,,,,,,,,,,,,
3180,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode65195,Chapter 11,2013-01-01,11,2013-02-01,1,Zoe extends her time away from The Hill while Francis tracks down Russo and engages in damage control.,,,,,,,,,,,,,,,,,,,,,,
3181,Werner Schünemann,2,https://www.scads.de/movieBenchmark/resource/TMDB/person142320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,Lluís Llach,0,https://www.scads.de/movieBenchmark/resource/TMDB/person19818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311219,"Kellerman, P.I. (1)",1998-01-01,8,1998-12-04,7,"Mike Kellerman's new vocation is private investigation, where the majority of the work involves catching cheating spouses. Falsone and Stivers catch a case where a newborn baby's body is found buried behind a motel. A young couple had checked into the room where the baby was delivered. The room was paid for using the girl's credit card. When they locate the girl (Debbie at home with her parents), she collapses and is brought to the hospital. The boy, Craig, is also located. Both say that the baby was stillborn; however, the autopsy reveals that the baby took a breath after it was born, so the death is ruled a homicide. Falsone notes that of the two, only the boy Craig seems to show any compassion for the baby. Kellerman meets Sheppard for a beer and tries to ask her about Falsone's baby case, later he asks around the squad room. Kellerman is hired to conduct his own investigation by the girl's defense team. Gee demands that Falsone and Stivers find convicting evidence before Kellerman",,,,,,,,,,,,,,,,,,,,,,
3184,Richie Sanders,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2051481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode907770,"[16] Karen Bee, Part 1",2012-01-01,1,2012-01-08,2,"'The five girls' problems with supernatural beings have been solved, and it's now summer break, with the culture fair over. Koyomi Araragi has two little sisters, self-proclaimed ''heroes'' nicknamed the Fire Sisters, Karen and Tsukihi. ",,,,,,,,,,,,,,,,,,,,,,
3186,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1522767,Episode 5,2018-01-01,5,2018-08-25,2,,,,,,,,,,,,,,,,,,,,,,,
3187,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries88359,Different Dreams,2019-01-01,,2019-05-04,,"During the Japanese colonial rule of Korea, a Korean surgeon who was raised by a Japanese family becomes a spy for the Korean government.",,KR,,false,2019-06-08,ko,ko,Ended,Action & Adventure,이몽,http://www.imbc.com/broad/tv/drama/differentdreams/index.html,24,1,35,,,,,,,,
3188,Evgeny Tsymbal,2,https://www.scads.de/movieBenchmark/resource/TMDB/person591945,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
3189,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694522,Conditional Surrender,1960-01-01,10,1960-11-20,8,,,,,,,,,,,,,,,,,,,,,,,
3190,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324177,Wandering Bear,2004-01-01,8,2004-02-29,4,"The purschasing of a video endangers Larry's relationship with his secretary, Antoinette, and almost kills Jeff and Susie's best friend.  Cheryl gets medical advice from an unorthodox source.",,,,,,,,,,,,,,,,,,,,,,
3191,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521728,Image of Glory,1963-01-01,18,1963-02-04,1,,,,,,,,,,,,,,,,,,,,,,,
3192,Florrie Laurence,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1493886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402793,The Prodigal Pretender,1962-01-01,31,1962-09-18,1,,,,,,,,,,,,,,,,,,,,,,,
3194,Ben Joseph,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1223678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,Michelle Forbes,1,https://www.scads.de/movieBenchmark/resource/TMDB/person41820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,Baro,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1454804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382496,The Accidental Text on Purpose,2017-01-01,6,2017-11-05,9,Larry invents an ingenious ploy for getting his friends out of relationship jams. Larry upsets Funkhouser's new girlfriend.,,,,,,,,,,,,,,,,,,,,,,
3198,Antonie Hegerlíková,1,https://www.scads.de/movieBenchmark/resource/TMDB/person592089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,Kimiko Yashiro,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2399128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,,,https://www.scads.de/movieBenchmark/resource/TMDB/movie38203,The Wedding Waltz,1988-01-01,,1988-09-01,,"Viltteri, a balding guy in his thirties living in rural northern Finland, is hopelessly clueless about his new role as a married man and the father of a newborn son. A perfect escape from family responsibilities is having to get his old Hillman Minx repaired and inspected for road-worthiness, with a little help from an eccentric bunch of friends who never seem to have grown up either.",,,,,,fi,,Released,Drama,Katsastus,,,,56,0,0,Finland,suomi,,,,
3201,Tristram Shapeero,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1220517,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
3202,Franco Delli Colli,2,https://www.scads.de/movieBenchmark/resource/TMDB/person91793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,Wallace Productions,,https://www.scads.de/movieBenchmark/resource/TMDB/company120133,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
3204,Riho Iida,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1498126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,Howell Gibbens,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1405717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,Richard Register,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1486693,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
3207,Jean-François Poron,2,https://www.scads.de/movieBenchmark/resource/TMDB/person24489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,Neil Finnighan,2,https://www.scads.de/movieBenchmark/resource/TMDB/person39685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463169,The Violent Journey,1960-01-01,24,1960-03-28,1,Troy marries a young couple not realizing that the young lady is actually underage and the man is a fortune hunter intent on securing his wife's father's fortune.,,,,,,,,,,,,,,,,,,,,,,
3210,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1634921,India,2015-01-01,3,2015-09-15,2,"Baz Ashmawy and his mother Nancy head to India, where they soar over the Mehrangarh Fort on a zipwire, test their sales skills in one of the country's call centres and visit the famous Temple of Rats.",,,,,,,,,,,,,,,,,,,,,,
3211,Ashley Walters,2,https://www.scads.de/movieBenchmark/resource/TMDB/person61364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1317842,Kalle Wahlström-Zackari gästar,2017-01-01,1,2017-03-10,1,,,,,,,,,,,,,,,,,,,,,,,
3213,Misti Ates,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1839475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,Takashi Sasano,0,https://www.scads.de/movieBenchmark/resource/TMDB/person80865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode104715,Episode 4,2000-01-01,4,2000-03-17,3,,,,,,,,,,,,,,,,,,,,,,,
3216,Ivan Tonev,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1568785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries67755,Hollywood Homicide Uncovered,2016-01-01,,2016-09-10,,A documentary series that relives the intense stories of horrific homicides where a celebrity is at the center of the crime.,,CA,,true,2016-10-08,en,en,Returning Series,Documentary,Hollywood Homicide Uncovered,http://www.reelz.com/hollywood-homicide-uncovered/,5,1,,,,,,,,,
